id;name;minplayers;maxplayers;yearpublished;playingtime;image;game_category;game_mechanic
214029;SpaceCorp: 2025-2300AD;1;4;2018;240;214029.jpg;Economic, Exploration, Science Fiction, Space Exploration;Contracts, Hand Management, Point to Point Movement, Solo / Solitaire Game
156566;Lords of Xidit;3;5;2014;90;156566.jpg;Fantasy;Action Queue, Area Majority / Influence, Pick-up and Deliver, Point to Point Movement, Programmed Movement, Simultaneous Action Selection
275467;Letter Jam;2;6;2019;45;275467.jpg;Card Game, Deduction, Party Game, Word Game;Communication Limits, Cooperative Game
234671;Pandemic: Rising Tide;2;5;2017;45;234671.jpg;Environmental;Action Points, Area Movement, Cooperative Game, Hand Management, Set Collection, Solo / Solitaire Game, Trading, Variable Player Powers
290484;Unsettled;2;4;2021;90;290484.jpg;Game System, Science Fiction, Space Exploration;Action Retrieval, Cooperative Game, Modular Board, Scenario / Mission / Campaign Game, Tech Trees / Tech Tracks, Variable Set-up
331787;Tiny Epic Dungeons;1;4;2021;60;331787.jpg;Dice, Exploration, Fantasy, Medieval;Cooperative Game, Dice Rolling, Finale Ending, Modular Board, Solo / Solitaire Game, Tile Placement, Variable Player Powers, Variable Set-up
346501;Mille Fiori;2;4;2021;90;346501.jpg;Card Game, Industry / Manufacturing;Area Majority / Influence, Closed Drafting, Pattern Building
369880;Beer & Bread;2;2;2022;45;369880.jpg;Card Game, Farming, Medieval;Closed Drafting, Highest-Lowest Scoring, Multi-Use Cards
179275;One Deck Dungeon;1;2;2016;30;179275.jpg;Card Game, Dice, Fantasy, Print & Play;Cooperative Game, Deck, Bag, and Pool Building, Dice Rolling, Melding and Splaying, Move Through Deck, Solo / Solitaire Game, Stat Check Resolution, Variable Player Powers
30957;Tribune: Primus Inter Pares;2;5;2007;120;030957.jpg;Ancient, Political;Auction/Bidding, Hand Management, Open Drafting, Set Collection, Sudden Death Ending, Worker Placement
163602;XCOM: The Board Game;1;4;2015;120;163602.jpg;Real-time, Science Fiction, Video Game Theme;Cooperative Game, Dice Rolling, Hand Management, Push Your Luck, Real-Time, Variable Player Powers
528;ZÈRTZ;2;2;1999;60;000528.jpg;Abstract Strategy;Grid Movement, Map Reduction, Set Collection
79127;Star Trek: Fleet Captains;2;4;2011;120;079127.jpg;Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Space Exploration;Action Points, Dice Rolling, Hexagon Grid, Modular Board, Tile Placement
122298;Morels;2;2;2012;30;122298.jpg;Card Game, Educational;Hand Management, Open Drafting, Set Collection
117915;Yedo;2;5;2012;180;117915.jpg;Medieval;Action Queue, Auction/Bidding, Hand Management, Map Deformation, Set Collection, Worker Placement
28181;Combat Commander: Pacific;2;2;2008;180;028181.jpg;Wargame, World War II;Campaign / Battle Card Driven, Hexagon Grid, Line of Sight, Simulation, Variable Phase Order
12962;Reef Encounter;2;4;2004;120;012962.jpg;Animals, Environmental, Territory Building;Area Majority / Influence, Commodity Speculation, Hand Management, Open Drafting, Tile Placement
41002;Vasco da Gama;2;4;2009;120;041002.jpg;Nautical, Renaissance;Push Your Luck, Tile Placement, Turn Order: Claim Action, Worker Placement
272739;Clinic: Deluxe Edition;1;4;2019;150;272739.jpg;City Building, Economic, Medical, Territory Building, Transportation;Catch the Leader, Network and Route Building, Pick-up and Deliver, Simulation, Solo / Solitaire Game, Three Dimensional Movement, Tile Placement
285984;Last Bastion;1;4;2019;45;285984.png;Fantasy, Fighting, Medieval, Miniatures;Cooperative Game, Dice Rolling, Die Icon Resolution, Grid Movement, Modular Board, Move Through Deck, Player Elimination, Solo / Solitaire Game, Square Grid, Variable Player Powers, Variable Set-up
145659;Scoville;2;6;2014;90;145659.jpg;Farming;Auction/Bidding, Grid Movement, Once-Per-Game Abilities, Set Collection, Turn Order: Auction
177590;13 Days: The Cuban Missile Crisis, 1962;2;2;2016;45;177590.jpg;Bluffing, Modern Warfare, Political, Wargame;Action/Event, Advantage Token, Area Majority / Influence, Campaign / Battle Card Driven, End Game Bonuses, Hand Management, Take That, Tug of War
216459;The Lost Expedition;1;5;2017;50;216459.jpg;Adventure, Card Game, Exploration;Cooperative Game, Hand Management, Solo / Solitaire Game
56692;Parade;2;6;2007;45;056692.jpg;Card Game, Novel-based;Hand Management, Set Collection
234477;Battle for Rokugan;2;5;2017;90;234477.jpg;Fantasy, Medieval, Wargame;Area Majority / Influence, Hand Management, Order Counters, Secret Unit Deployment, Variable Player Powers
103886;Star Wars: The Card Game;2;2;2012;60;103886.jpg;Card Game, Collectible Components, Movies / TV / Radio theme, Science Fiction;Card Play Conflict Resolution, Force Commitment, Hand Management, Variable Player Powers
228328;Rurik: Dawn of Kiev;1;4;2019;120;228328.png;Civilization, Economic, Medieval, Miniatures, Territory Building;Area Majority / Influence, Area Movement, Auction/Bidding, Contracts, End Game Bonuses, Open Drafting, Selection Order Bid, Solo / Solitaire Game, Take That, Variable Player Powers
12891;Friedrich;3;4;2004;210;012891.jpg;Age of Reason, Wargame;Card Play Conflict Resolution, Events, Hand Management, Point to Point Movement, Secret Unit Deployment, Simulation, Variable Set-up
38996;Washington's War;2;2;2010;90;038996.jpg;Age of Reason, American Revolutionary War, Wargame;Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling, Movement Points, Point to Point Movement, Simulation, Variable Player Powers
316546;Clever Cubed;1;4;2020;30;316546.jpg;Dice, Number;Dice Rolling, Paper-and-Pencil, Re-rolling and Locking, Solo / Solitaire Game
294612;Unlock!: Epic Adventures;1;6;2019;60;294612.jpg;Card Game, Exploration, Puzzle, Real-time;Cooperative Game, Real-Time, Scenario / Mission / Campaign Game
367498;Horizons of Spirit Island;1;3;2022;120;367498.jpg;Age of Reason, Environmental, Fantasy, Fighting, Mythology, Renaissance, Territory Building;Action Retrieval, Area Majority / Influence, Automatic Resource Growth, Campaign / Battle Card Driven, Cooperative Game, Events, Hand Management, Modular Board, Set Collection, Simultaneous Action Selection, Solo / Solitaire Game, Variable Player Powers, Variable Set-up
239472;Abomination: The Heir of Frankenstein;2;4;2019;180;239472.jpg;Horror, Novel-based, Science Fiction;Dice Rolling, Events, Narrative Choice / Paragraph, Set Collection, Storytelling, Variable Player Powers, Worker Placement, Worker Placement, Different Worker Types
300905;Top Ten;4;9;2020;30;300905.jpg;Party Game;Cooperative Game, Deduction, Ordering, Player Judge, Targeted Clues
354934;Legacy of Yu;1;1;2023;60;354934.png;Ancient, City Building;Chaining, Hand Management, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Worker Placement
137269;Spyrium;2;5;2013;75;137269.jpg;City Building, Economic, Industry / Manufacturing, Science Fiction;Auction: Dutch Priority, Events, Income, Worker Placement
91514;Rhino Hero;2;5;2011;15;091514.jpg;Action / Dexterity, Animals, Children's Game, Party Game;Hand Management, Lose a Turn, Score-and-Reset Game, Stacking and Balancing
65244;Forbidden Island;2;4;2010;30;065244.jpg;Adventure, Fantasy, Science Fiction;Action Points, Cooperative Game, Grid Movement, Hand Management, Map Reduction, Modular Board, Pick-up and Deliver, Set Collection, Solo / Solitaire Game, Square Grid, Variable Player Powers
119788;Hyperborea;2;6;2014;150;119788.jpg;Civilization, Exploration, Fantasy, Fighting;Action Drafting, Area Majority / Influence, Deck, Bag, and Pool Building, Grid Movement, Hexagon Grid, Modular Board, Movement Points, Variable Player Powers
24800;Conflict of Heroes: Awakening the Bear! - Russia 1941-42;1;4;2008;120;024800.jpg;Wargame, World War II;Action Points, Dice Rolling, Hexagon Grid, Modular Board, Simulation
198740;Lovecraft Letter;2;6;2017;15;198740.png;Card Game, Deduction, Fantasy, Horror;Deduction, Hand Management, Player Elimination, Score-and-Reset Game, Take That
18098;Napoleon's Triumph;2;8;2007;180;018098.jpg;Napoleonic, Wargame;Area Movement, Secret Unit Deployment, Simulation
158889;Summoner Wars: Alliances Master Set;2;4;2014;45;158889.jpg;Card Game, Fantasy, Fighting;Dice Rolling, Grid Movement, Hand Management, Variable Player Powers
26990;Container;3;5;2007;90;026990.jpg;Economic, Industry / Manufacturing, Nautical, Transportation;Auction: Sealed Bid, Auction/Bidding, Commodity Speculation, Pick-up and Deliver, Set Collection
12902;Carcassonne: The City;2;4;2004;45;012902.jpg;City Building, Medieval;Area Majority / Influence, Tile Placement
267319;Roam;2;4;2019;45;267319.jpg;Card Game, Fantasy;Action Retrieval, Area Majority / Influence, Auction Compensation, Grid Coverage, Square Grid
23540;Shikoku 1889;2;6;2004;210;023540.jpg;Economic, Trains, Transportation;Auction/Bidding, Hexagon Grid, Market, Network and Route Building, Ownership, Stock Holding, Tile Placement, Victory Points as a Resource
317457;Dinosaur World;2;4;2021;120;317457.jpg;Animals, City Building, Economic, Science Fiction;Dice Rolling, Income, Movement Points, Tile Placement, Worker Placement
219215;Werewords;4;10;2017;10;219215.jpg;Deduction, Party Game, Real-time, Word Game;Hidden Roles, Roles with Asymmetric Information, Traitor Game, Variable Player Powers, Voting
131260;Qwixx;2;5;2012;15;131260.jpg;Dice, Math, Number;Bingo, Dice Rolling, Paper-and-Pencil
270314;Ohanami;2;4;2019;20;270314.png;Card Game, Number;Closed Drafting, Ordering, Pattern Building, Set Collection
248065;Zombicide: Invader;1;6;2019;60;248065.jpg;Miniatures, Science Fiction, Zombies;Action Points, Cooperative Game, Dice Rolling, Modular Board, Scenario / Mission / Campaign Game, Variable Player Powers
196526;Coffee Roaster;1;1;2015;30;196526.jpg;Industry / Manufacturing;Deck, Bag, and Pool Building, Memory, Once-Per-Game Abilities, Push Your Luck, Solo / Solitaire Game, Variable Set-up
249277;Brazil: Imperial;1;4;2021;100;249277.jpg;City Building, Civilization, Exploration, Industry / Manufacturing, Territory Building;Card Play Conflict Resolution, Contracts, Grid Movement, Hexagon Grid, Modular Board, Once-Per-Game Abilities, Open Drafting, Solo / Solitaire Game, Tile Placement, Variable Player Powers
2093;Mahjong;3;4;1850;120;002093.jpg;Abstract Strategy;Hand Management, Set Collection
37380;Roll Through the Ages: The Bronze Age;1;4;2008;45;037380.jpg;Ancient, City Building, Civilization, Dice;Contracts, Dice Rolling, Die Icon Resolution, Events, Paper-and-Pencil, Push Your Luck, Re-rolling and Locking, Solo / Solitaire Game
53953;Thunderstone;1;5;2009;60;053953.jpg;Card Game, Fantasy, Fighting;Deck, Bag, and Pool Building, Delayed Purchase, Hand Management, Open Drafting
166384;Spyfall;3;8;2014;15;166384.jpg;Bluffing, Deduction, Humor, Party Game, Spies/Secret Agents;Acting, Communication Limits, Memory, Role Playing, Roles with Asymmetric Information, Targeted Clues, Traitor Game, Voting
155362;Ca$h 'n Guns: Second Edition;4;8;2014;30;155362.jpg;Bluffing, Fighting, Humor, Mafia, Negotiation, Party Game;Open Drafting, Player Elimination, Simultaneous Action Selection, Take That, Variable Player Powers
113997;Tajemnicze Domostwo;2;7;2013;60;113997.jpg;Deduction, Murder/Mystery;Communication Limits, Cooperative Game, Finale Ending, Hand Management
244992;The Mind;2;4;2018;20;244992.png;Card Game, Number;Communication Limits, Cooperative Game
98229;Pictomania;3;6;2011;25;098229.png;Party Game, Real-time;Line Drawing
148575;Marvel Dice Masters: Avengers vs. X-Men;2;2;2014;60;148575.jpg;Collectible Components, Comic Book / Strip, Dice, Fighting;Deck, Bag, and Pool Building, Dice Rolling, Variable Player Powers
338957;Caesar!: Seize Rome in 20 Minutes!;1;2;2022;20;338957.png;Ancient, Civil War, Wargame;Area Majority / Influence, Chit-Pull System, Simulation, Solo / Solitaire Game
129948;The Palaces of Carrara;2;4;2012;60;129948.jpg;City Building, Economic, Renaissance;Increase Value of Unchosen Resources, Set Collection, Tile Placement
154458;Akrotiri;2;2;2014;45;154458.jpg;Ancient, Civilization, Economic, Exploration, Transportation;Action Points, Hand Management, Map Addition, Modular Board, Network and Route Building, Pick-up and Deliver, Tile Placement
195137;Catacombs (Third Edition);2;5;2015;90;195137.jpg;Action / Dexterity, Adventure, Fantasy, Fighting;Flicking, Player Elimination, Role Playing, Team-Based Game, Variable Player Powers
329465;Red Rising;1;6;2021;60;329465.jpg;Card Game, Novel-based, Science Fiction;Dice Rolling, End Game Bonuses, Hand Management, Open Drafting, Set Collection, Solo / Solitaire Game, Take That, Variable Player Powers
173;Formula Dé;2;10;1997;120;000173.jpg;Racing, Sports;Different Dice Movement, Grid Movement, Player Elimination, Push Your Luck, Race, Roll / Spin and Move, Simulation, Team-Based Game
94;Union Pacific;2;6;1999;90;000094.jpg;Economic, Trains;Network and Route Building, Open Drafting, Stock Holding
29368;Last Night on Earth: The Zombie Game;2;6;2007;90;029368.jpg;Fighting, Horror, Miniatures, Zombies;Dice Rolling, Hand Management, Modular Board, Roll / Spin and Move, Team-Based Game, Variable Player Powers
904;Nightmare Productions;2;5;2000;60;000904.png;Movies / TV / Radio theme;Auction: Turn Order Until Pass, Auction/Bidding, Closed Economy Auction, End Game Bonuses, Victory Points as a Resource
1041;San Marco;3;4;2001;75;001041.jpg;Medieval, Political;Area Majority / Influence, I Cut, You Choose, Open Drafting
270239;Moonrakers;1;5;2020;120;270239.png;Card Game, Science Fiction;Action Points, Deck, Bag, and Pool Building, Dice Rolling, Hand Management, Negotiation, Trading
35570;Tinners' Trail;3;4;2008;90;035570.jpg;Economic, Industry / Manufacturing;Action Points, Auction/Bidding, Dice Rolling, Turn Order: Time Track
245643;Luxor;2;4;2018;45;245643.jpg;Adventure, Ancient;Dice Rolling, Hand Management, Modular Board, Race, Roll / Spin and Move, Set Collection, Track Movement
223953;Kitchen Rush;1;4;2017;45;223953.jpg;Real-time;Action Timer, Cooperative Game, Real-Time, Simulation, Solo / Solitaire Game, Worker Placement
231218;Black Sonata;1;1;2017;30;231218.jpg;Deduction, Print & Play, Renaissance;Action Queue, Deduction, Hidden Movement, Point to Point Movement, Push Your Luck, Solo / Solitaire Game
284818;Caylus 1303;2;5;2019;90;284818.jpg;City Building, Economic, Medieval;Action Queue, Hidden Victory Points, Ownership, Take That, Turn Order: Claim Action, Turn Order: Pass Order, Variable Player Powers, Variable Set-up, Worker Placement
177678;Signorie;2;4;2015;120;177678.jpg;Dice, Renaissance;Dice Rolling, Set Collection, Worker Placement, Worker Placement with Dice Workers
238992;Call to Adventure;1;4;2019;60;238992.jpg;Card Game, Fantasy, Novel-based;Cooperative Game, Deck, Bag, and Pool Building, Dice Rolling, Set Collection, Solo / Solitaire Game, Storytelling
139898;Brew Crafters;2;5;2013;90;139898.jpg;Economic, Industry / Manufacturing;End Game Bonuses, Variable Set-up, Worker Placement
239464;Palm Island;1;2;2018;15;239464.png;Card Game, City Building, Print & Play;Cooperative Game, Deck, Bag, and Pool Building, Hand Management, Memory, Move Through Deck, Simultaneous Action Selection, Solo / Solitaire Game
254708;Roll Player Adventures;1;4;2021;150;254708.png;Adventure, Dice, Exploration, Fantasy;Campaign / Battle Card Driven, Cooperative Game, Dice Rolling, Narrative Choice / Paragraph, Paper-and-Pencil, Storytelling
1345;Genoa;2;5;2001;120;001345.jpg;Negotiation, Renaissance;Auction/Bidding, Bribery, Dice Rolling, Grid Movement, Negotiation, Pick-up and Deliver, Set Collection, Trading
197405;Tak;2;2;2017;60;197405.jpg;Abstract Strategy;Grid Movement, Network and Route Building, Square Grid
235488;Istanbul: The Dice Game;2;4;2017;40;235488.jpg;Dice;Action Points, Dice Rolling, Set Collection
148319;Tragedy Looper;2;4;2011;120;148319.png;Bluffing, Card Game, Deduction, Murder/Mystery;Communication Limits, Deduction, Grid Movement, Hand Management, Memory, Team-Based Game
9440;Maharaja: The Game of Palace Building in India;2;5;2004;90;009440.jpg;City Building;Area Majority / Influence, Network and Route Building, Point to Point Movement, Simultaneous Action Selection, Variable Player Powers
2181;Bridge;4;4;1925;60;002181.jpg;Card Game;Hand Management, Predictive Bid, Score-and-Reset Game, Team-Based Game, Trick-taking, Turn Order: Claim Action, Turn Order: Progressive
334590;For Northwood! A Solo Trick-Taking Game;1;1;2021;30;334590.png;Animals, Card Game, Fantasy, Print & Play;Hand Management, Predictive Bid, Solo / Solitaire Game, Trick-taking
41066;Virgin Queen;2;6;2012;420;041066.jpg;Negotiation, Pike and Shot, Political, Religious, Renaissance, Wargame;Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation, Variable Phase Order, Variable Player Powers
342070;Thunder Road: Vendetta;2;4;2023;75;342070.jpg;Dice, Fighting, Miniatures, Racing;Dice Rolling, Die Icon Resolution, Grid Movement, Player Elimination, Roll / Spin and Move, Take That
160851;Lanterns: The Harvest Festival;2;4;2015;30;160851.png;;Hand Management, Pattern Building, Set Collection, Tile Placement
272738;Jaws;2;4;2019;60;272738.jpg;Animals, Fighting, Movies / TV / Radio theme, Nautical;Action Points, Area Movement, Card Play Conflict Resolution, Hidden Movement, Map Deformation, Map Reduction, Modular Board, Player Elimination, Secret Unit Deployment, Team-Based Game, Variable Player Powers
199966;Kingsburg (Second Edition);2;5;2017;120;199966.jpg;City Building, Dice, Fantasy, Medieval;Dice Rolling, Tech Trees / Tech Tracks, Worker Placement, Worker Placement with Dice Workers
26566;Homesteaders;2;4;2009;90;026566.jpg;American West, City Building, Economic;Auction Compensation, Auction: Fixed Placement, Auction/Bidding, Constrained Bidding, Income, Loans
108906;Thunder Alley;2;7;2014;90;108906.jpg;Racing, Sports;Hand Management, Race
233262;Tidal Blades: Heroes of the Reef;1;4;2020;90;233262.jpg;Fantasy;Deck, Bag, and Pool Building, Dice Rolling, Hand Management, Kill Steal, Open Drafting, Re-rolling and Locking, Set Collection, Solo / Solitaire Game, Turn Order: Claim Action, Variable Player Powers, Worker Placement
172047;The Others;2;5;2016;90;172047.jpg;Fantasy, Fighting, Horror, Miniatures;Area Majority / Influence, Area Movement, Dice Rolling, Interrupts, Modular Board, Team-Based Game, Variable Player Powers
59946;Dungeons & Dragons: Castle Ravenloft Board Game;1;5;2010;60;059946.jpg;Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures;Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Player Powers
202408;Adrenaline;3;5;2016;60;202408.jpg;Fighting, Miniatures, Science Fiction, Video Game Theme;Action Points, Grid Movement, Hand Management, Kill Steal, Open Drafting
224597;Warhammer Underworlds: Shadespire;2;2;2017;30;224597.jpg;Card Game, Collectible Components, Dice, Fantasy, Fighting, Miniatures;Area Majority / Influence, Deck Construction, Dice Rolling, Grid Movement, Hand Management, Line of Sight, Modular Board, Variable Player Powers
245487;Orchard: A 9 card solitaire game;1;1;2018;10;245487.png;Abstract Strategy, Card Game, Dice, Farming, Print & Play;Layering, Melding and Splaying, Pattern Building, Solo / Solitaire Game, Tile Placement
82421;Summoner Wars: Phoenix Elves vs Tundra Orcs;2;4;2009;30;082421.jpg;Card Game, Fantasy, Fighting;Dice Rolling, Grid Movement, Hand Management, Variable Player Powers
112;Condottiere;2;6;1995;45;000112.jpg;Bluffing, Card Game, Medieval, Negotiation;Area Majority / Influence, Auction/Bidding, Constrained Bidding, Hand Management
210296;DinoGenics;1;5;2019;120;210296.jpg;Science Fiction, Territory Building;Dice Rolling, Events, Hand Management, Set Collection, Solo / Solitaire Game, Tile Placement, Turn Order: Stat-Based, Worker Placement
132028;Conflict of Heroes: Awakening the Bear! - Operation Barbarossa 1941 (Second Edition);2;4;2012;180;132028.jpg;Wargame, World War II;Action Points, Dice Rolling, Hexagon Grid, Modular Board, Simulation
8051;Attika;2;4;2003;60;008051.jpg;Ancient, City Building, Territory Building;Map Addition, Modular Board, Network and Route Building, Tile Placement
25669;Qwirkle;2;4;2006;45;025669.jpg;Abstract Strategy;Hand Management, Pattern Building, Square Grid, Tile Placement
38054;Snow Tails;2;5;2008;60;038054.png;Animals, Racing, Sports;Hand Management, Modular Board, Player Elimination, Race
201921;Tiny Epic Quest;1;4;2017;60;201921.jpg;Adventure, Fantasy, Video Game Theme;Area Movement, Dice Rolling, Modular Board, Push Your Luck
242804;Lowlands;2;4;2018;100;242804.jpg;Farming;Action Points, Set Collection, Tile Placement, Worker Placement
13642;Louis XIV;2;4;2005;100;013642.jpg;Age of Reason, Card Game, Political;Area Majority / Influence, Hand Management, Modular Board, Set Collection
156689;Legendary: A Marvel Deck Building Game - Villains;1;5;2014;45;156689.jpg;Card Game, Comic Book / Strip;Cooperative Game, Deck, Bag, and Pool Building, Semi-Cooperative Game
338760;Imperial Steam;2;4;2021;120;338760.jpg;Economic, Industry / Manufacturing, Post-Napoleonic, Trains;Contracts, Delayed Purchase, End Game Bonuses, Market, Network and Route Building, Point to Point Movement, Sudden Death Ending, Turn Order: Stat-Based, Victory Points as a Resource
151004;Smash Up: Science Fiction Double Feature;2;2;2014;45;151004.jpg;Card Game, Fantasy, Horror, Humor, Mythology, Prehistoric, Science Fiction, Spies/Secret Agents;Area Majority / Influence, Hand Management, Take That, Variable Player Powers
27588;Zooloretto;2;5;2007;45;027588.jpg;Animals;Set Collection, Tile Placement
66356;Dungeons & Dragons: Wrath of Ashardalon Board Game;1;5;2011;60;066356.jpg;Adventure, Exploration, Fantasy, Fighting, Miniatures;Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing, Solo / Solitaire Game, Variable Player Powers
291508;Tiny Epic Dinosaurs;1;4;2020;60;291508.jpg;Animals, Fantasy, Farming, Science Fiction;Contracts, Enclosure, Hidden Victory Points, Solo / Solitaire Game, Worker Placement
193214;Meeple Circus;2;5;2017;45;193214.jpg;Action / Dexterity, Animals;Open Drafting, Pattern Building, Push Your Luck, Stacking and Balancing
147151;Concept;4;12;2013;40;147151.jpg;Deduction, Party Game, Word Game;Communication Limits, Team-Based Game
491;Web of Power;3;5;2000;60;000491.jpg;Medieval, Territory Building;Area Majority / Influence, Hand Management, Network and Route Building, Open Drafting
298065;Santa Monica;2;4;2020;45;298065.jpg;City Building, Travel;Chaining, Open Drafting, Set Collection, Tile Placement
195560;Wasteland Express Delivery Service;2;5;2017;120;195560.png;Miniatures, Science Fiction, Transportation;Action Points, Dice Rolling, Market, Modular Board, Pick-up and Deliver, Variable Player Powers
98351;Core Worlds;2;5;2011;120;098351.jpg;Card Game, Civilization, Science Fiction, Space Exploration;Deck, Bag, and Pool Building, Hand Management, Open Drafting
223770;Startups;3;7;2017;20;223770.png;Card Game;Area Majority / Influence, Hot Potato, Increase Value of Unchosen Resources, Investment, Score-and-Reset Game, Set Collection
27976;Heroscape Master Set: Swarm of the Marro;2;4;2007;60;027976.jpg;Adventure, Fantasy, Fighting, Miniatures, Science Fiction;Dice Rolling, Modular Board
203427;Fabled Fruit;2;5;2016;30;203427.jpg;Animals, Card Game;Set Collection, Worker Placement
125678;DC Deck-Building Game;2;5;2012;45;125678.png;Card Game, Comic Book / Strip;Deck, Bag, and Pool Building, Open Drafting
212402;The Grimm Forest;2;4;2018;60;212402.jpg;Animals, Fantasy;Rock-Paper-Scissors, Set Collection, Simultaneous Action Selection, Take That
191977;The Castles of Burgundy: The Card Game;1;4;2016;60;191977.jpg;Card Game;Hand Management, Open Drafting, Set Collection, Turn Order: Claim Action, Turn Order: Progressive
240;Britannia;3;5;1986;300;000240.jpg;Ancient, Civilization, Medieval, Wargame;Area Movement, Dice Rolling, Simulation, Stat Check Resolution, Voting
241590;Smart10;2;8;2017;120;241590.jpg;Party Game, Trivia;Push Your Luck
106217;Hawaii;2;5;2011;60;106217.jpg;Farming, Territory Building;Action Points, Area Movement, Income, Modular Board, Tile Placement, Worker Placement
108784;Ascension: Storm of Souls;1;4;2011;30;108784.jpg;Card Game, Fantasy;Deck, Bag, and Pool Building, Hand Management, Open Drafting
207830;5-Minute Dungeon;2;5;2017;30;207830.png;Card Game, Fantasy, Fighting, Print & Play, Real-time;Cooperative Game, Elapsed Real Time Ending, Hand Management, Move Through Deck, Real-Time, Variable Player Powers
314503;Codex Naturalis;1;4;2021;30;314503.png;Card Game, Environmental;Hand Management, Layering, Pattern Building
65901;Age of Industry;2;5;2010;120;065901.jpg;Economic, Industry / Manufacturing, Transportation;Hand Management, Loans, Market, Network and Route Building, Open Drafting, Tech Trees / Tech Tracks
318553;Rajas of the Ganges: The Dice Charmers;2;5;2020;45;318553.jpg;Dice;Dice Rolling, Paper-and-Pencil, Race
52461;Legacy: The Testament of Duke de Crecy;1;4;2013;60;052461.png;Age of Reason, Card Game, Economic;End Game Bonuses, Hand Management, Open Drafting, Set Collection, Solo / Solitaire Game, Turn Order: Progressive, Worker Placement, Worker Placement, Different Worker Types
228504;Cat Lady;2;4;2017;30;228504.jpg;Animals, Card Game, Humor;Open Drafting, Set Collection
281466;Yedo: Deluxe Master Set;1;5;2020;90;281466.jpg;Medieval;Action Queue, Auction/Bidding, Hand Management, Set Collection, Solo / Solitaire Game, Worker Placement
82420;Summoner Wars: Guild Dwarves vs Cave Goblins;2;4;2009;30;082420.jpg;Card Game, Fantasy, Fighting;Dice Rolling, Grid Movement, Hand Management, Variable Player Powers
300217;Merchants of the Dark Road;1;4;2022;120;300217.png;Exploration, Fantasy, Medieval, Transportation;Contracts, Dice Rolling, End Game Bonuses, Follow, Hidden Victory Points, Highest-Lowest Scoring, Market, Pick-up and Deliver, Rondel, Set Collection, Worker Placement with Dice Workers
169124;Flick 'em Up!;2;10;2015;45;169124.jpg;Action / Dexterity, American West, Fighting;Flicking, Pick-up and Deliver, Team-Based Game
154086;Gold West;2;4;2015;60;154086.png;American West, Economic, Territory Building;Area Majority / Influence, Contracts, Mancala, Modular Board, Network and Route Building, Set Collection
299169;Spicy;2;6;2020;20;299169.png;Animals, Bluffing, Card Game;Betting and Bluffing, Hand Management
227515;Riverboat;2;4;2017;90;227515.png;Farming;Action Drafting, Hexagon Grid, Open Drafting, Set Collection, Tile Placement
297129;Jekyll vs. Hyde;2;2;2021;30;297129.jpg;Card Game, Novel-based;Trick-taking
66056;Rivals for Catan;2;2;2010;120;066056.jpg;Card Game, City Building, Medieval, Territory Building;Dice Rolling, Hand Management, Open Drafting, Race
195314;Herbaceous;1;4;2017;20;195314.jpg;Card Game, Print & Play;Push Your Luck, Set Collection, Solo / Solitaire Game
11971;Cockroach Poker;2;6;2004;20;011971.jpg;Bluffing, Card Game, Party Game;Hand Management, Set Collection, Single Loser Game
15817;Manila;3;5;2005;60;015817.jpg;Nautical, Pirates, Transportation;Auction: Turn Order Until Pass, Auction/Bidding, Betting and Bluffing, Commodity Speculation, Dice Rolling, Loans, Worker Placement
270971;Era: Medieval Age;1;4;2019;60;270971.jpg;City Building, Civilization, Dice, Medieval;Dice Rolling, Enclosure, End Game Bonuses, Grid Coverage, Income, Push Your Luck, Re-rolling and Locking, Simultaneous Action Selection, Solo / Solitaire Game, Square Grid, Take That, Tech Trees / Tech Tracks
244654;Wildlands;2;4;2018;60;244654.jpg;Fantasy, Fighting, Miniatures;Area Movement, Hand Management, Interrupts, Kill Steal, Secret Unit Deployment, Variable Player Powers
276894;Ticket to Ride: London;2;4;2019;15;276894.png;Trains;Hand Management, Network and Route Building, Open Drafting, Set Collection
164949;Time of Crisis: The Roman Empire in Turmoil, 235-284 AD;2;4;2017;180;164949.jpg;Ancient, Wargame;Action Points, Area Movement, Campaign / Battle Card Driven, Deck, Bag, and Pool Building, Dice Rolling, Hand Management, Open Drafting
182340;Star Trek: Frontiers;1;4;2016;240;182340.jpg;Movies / TV / Radio theme, Science Fiction, Space Exploration;Cooperative Game, Deck, Bag, and Pool Building, Hexagon Grid, Modular Board, Solo / Solitaire Game, Tile Placement, Variable Player Powers
178336;World's Fair 1893;2;4;2016;45;178336.png;Post-Napoleonic;Area Majority / Influence, Open Drafting, Set Collection
8203;Hey, That's My Fish!;2;4;2003;20;008203.jpg;Abstract Strategy, Animals;Grid Movement, Hexagon Grid, Map Reduction, Modular Board, Variable Set-up
